10.210.252.40	22
10.210.252.44	22
10.210.252.49	22
10.210.252.50	22
10.210.228.23	22
10.210.228.25	22
10.210.228.31	22
10.210.228.33	22
54.225.136.180	80
23.23.254.75	80
54.221.251.242	80
54.221.251.242	80
54.163.244.164	80
67.217.234.107	8080
54.235.71.220	80
54.235.71.220	443
54.243.65.85	80
54.243.65.85	443
54.243.243.175	80
54.243.243.175	443
107.21.145.116	80
107.21.145.116	443
10.210.144.55	80
10.210.144.55	443
10.210.144.55	8080
10.210.144.55	22
10.210.144.56	8080
10.210.144.56	22
10.210.146.35	8080
10.210.146.35	22
10.210.146.15	80
10.210.146.15	443
10.210.146.15	8080
10.210.146.15	22
10.210.252.62	8080
10.210.252.62	22
10.210.252.63	8080
10.210.252.63	22
10.210.252.60	80
10.210.252.60	443
10.210.252.60	8080
10.210.252.60	22
10.210.252.61	80
10.210.252.61	443
10.210.252.61	8080
10.210.252.61	22
10.210.228.62	8080
10.210.228.62	22
10.210.228.63	8080
10.210.228.63	22
10.210.228.60	80
10.210.228.60	443
10.210.228.60	8080
10.210.228.60	22
10.210.228.61	80
10.210.228.61	443
10.210.228.61	8080
10.210.228.61	22
10.210.146.11	8080
10.210.146.11	22
10.210.146.10	80
10.210.146.10	443
10.210.146.10	8080
10.210.146.10	22
10.210.148.8	8080
10.210.148.8	22
10.210.148.19	8080
10.210.148.19	22
10.210.148.18	80
10.210.148.18	443
10.210.148.18	8080
10.210.148.18	22
10.210.148.6	80
10.210.148.6	443
10.210.148.6	8080
10.210.148.6	22
10.210.144.14	8080
10.210.144.14	22
10.210.146.51	8080
10.210.146.51	22
10.210.252.70	8080
10.210.252.70	22
10.210.252.72	8080
10.210.252.72	22
10.210.228.55	8080
10.210.228.55	22
10.210.146.39	8080
10.210.146.39	22
10.210.148.31	8080
10.210.148.31	22
10.210.148.32	8080
10.210.148.32	22
10.210.144.22	22
10.210.252.120	22
10.210.252.121	22
10.210.146.44	22
10.210.146.45	22
10.210.252.31	22
10.210.252.87	22
10.210.228.45	22
10.210.228.69	22
10.210.148.37	22
10.210.148.46	22
10.210.146.42	22
10.210.154.15	22
10.210.154.15	22
10.210.252.86	22
10.210.228.58	22
10.210.148.35	22
10.210.144.123	22
10.210.144.123	8080
10.210.144.123	27017
10.210.154.33	22
10.210.154.33	8080
10.210.154.33	27017
10.210.144.181	3389
10.210.154.122	22
10.210.154.122	8002
10.210.154.122	8010
10.210.146.37	22
10.210.146.37	8002
10.210.146.37	8010
10.210.252.64	22
10.210.252.64	8002
10.210.252.64	8010
10.210.252.65	22
10.210.252.65	8002
10.210.252.65	8010
10.210.252.66	22
10.210.252.66	8002
10.210.252.66	8010
10.210.252.67	22
10.210.252.67	8002
10.210.252.67	8010
10.210.228.64	22
10.210.228.64	8002
10.210.228.64	8010
10.210.228.65	22
10.210.228.65	8002
10.210.228.65	8010
10.210.228.66	22
10.210.228.66	8002
10.210.228.66	8010
10.210.228.67	22
10.210.228.67	8002
10.210.228.67	8010
10.210.144.58	22
10.210.144.58	8002
10.210.144.58	8010
10.210.144.59	22
10.210.144.59	8002
10.210.144.59	8010
10.210.144.60	22
10.210.144.60	8002
10.210.144.60	8010
10.210.144.61	22
10.210.144.61	8002
10.210.144.61	8010
10.210.146.14	22
10.210.146.14	8002
10.210.146.14	8010
10.210.150.113	22
10.210.150.113	8002
10.210.150.113	8010
10.210.150.114	22
10.210.150.114	8002
10.210.150.114	8010
10.210.150.115	22
10.210.150.115	8002
10.210.150.115	8010
10.210.150.116	22
10.210.150.116	8002
10.210.150.116	8010
10.210.148.11	22
10.210.148.11	8002
10.210.148.11	8010
10.210.148.13	22
10.210.148.13	8002
10.210.148.13	8010
10.210.148.105	22
10.210.152.94	80
10.210.152.94	80
10.210.144.38	1521
10.210.144.42	1521
10.210.148.200	1521
10.210.148.201	1521
10.210.148.170	1521
10.210.148.171	1521
10.210.148.101	1521
10.210.146.122	1521
10.210.146.124	1521
10.210.146.115	1521
10.210.146.109	1521
10.210.154.170	1521
10.210.154.171	1521
10.210.154.94	1521
10.210.154.184	1521
10.210.154.186	1521
10.210.252.200	1521
10.210.252.201	1521
10.210.252.202	1521
10.210.252.203	1521
10.210.252.174	1521
10.210.252.170	1521
10.210.252.175	1521
10.210.252.171	1521
10.210.148.145	1521
158.151.208.67	21
158.151.208.67	21
10.210.152.61	80
10.210.152.61	80
10.210.152.61	443
10.210.152.61	443
10.210.152.120	8153
10.210.152.120	8154
10.210.152.120	8153
10.210.152.120	8154
10.210.152.135	22
10.210.154.77	22
10.210.152.143	22
10.210.152.142	22
10.210.128.42	22
10.210.152.122	22
10.210.152.123	22
10.210.152.124	22
10.210.152.125	22
10.210.152.126	22
10.210.152.143	5432
10.210.154.85	22
10.162.152.77	8085
10.241.51.146	443
10.241.51.92	443
10.241.51.92	7999
10.241.34.81	443
158.151.177.10	80
158.151.206.60	80
158.151.206.60	443
10.210.144.97	80
10.210.144.97	443
10.210.146.20	80
10.210.146.20	443
10.210.148.228	80
10.210.148.228	443
159.137.249.90	80
159.137.249.90	443
159.137.249.90	80
159.137.249.90	443
23.218.156.104	80
23.218.156.104	443
23.218.156.104	80
23.218.156.104	443
10.210.154.31	80
10.210.154.31	443
10.210.154.31	80
10.210.154.31	443
10.210.144.55	80
10.210.144.55	443
10.210.148.226	80
10.210.148.226	443
10.210.146.15	80
10.210.146.15	443
67.217.234.102	80
67.217.234.102	443
67.217.234.102	80
67.217.234.102	443
159.137.249.102	80
159.137.249.102	443
67.217.234.94	80
67.217.234.94	443
10.210.144.107	15100
10.210.144.107	22
10.210.144.107	16089
10.210.144.108	15100
10.210.144.108	22
10.210.144.108	16089
10.210.244.207	15100
10.210.244.207	22
10.210.244.207	16089
10.210.146.149	15100
10.210.146.149	22
10.210.146.149	16089
10.210.148.149	15100
10.210.148.149	22
10.210.148.149	16089
10.210.148.27	22
10.210.148.27	8983
10.210.148.27	7983
10.210.148.28	22
10.210.148.28	8983
10.210.148.28	7983
10.210.144.119	22
10.210.144.119	8983
10.210.144.119	7983
10.210.144.120	22
10.210.144.120	8983
10.210.144.120	7983
10.210.144.42	1521
10.210.152.42	22
10.210.152.42	22
10.210.150.199	3389
10.210.150.200	3389
10.210.150.201	3389
10.210.150.202	3389
10.210.150.203	3389
10.210.150.204	3389
10.210.150.206	3389
10.210.150.205	3389
10.210.150.207	3389
10.159.3.83	3389
10.210.9.230	3389
10.210.11.187	3389
10.159.0.248	3389
10.210.144.88	5555
10.210.144.88	5555
10.210.144.88	22
10.210.144.88	22
107.20.215.94	3389
10.210.248.100	80
10.210.248.100	443
10.210.248.102	80
10.210.248.102	443
10.210.248.104	1433
10.210.144.112	80
10.210.144.112	443
10.210.144.112	1433
158.151.64.104	1433
158.151.155.197	1433
158.151.155.199	1433
158.151.64.103	80
158.151.155.196	80
158.151.155.198	80
10.244.9.149	9200
10.244.8.89	9200
10.244.9.133	9200
10.244.8.73	9200
10.244.9.112	9200
10.244.9.106	9200
10.244.9.201	9200
10.244.16.227	9200
10.244.8.167	9200
10.244.9.149	9300
10.244.8.89	9300
10.244.9.133	9300
10.244.8.73	9300
10.244.9.112	9300
10.244.9.106	9300
10.244.9.201	9300
10.244.16.227	9300
10.244.8.167	9300
10.244.9.149	22
10.244.8.89	22
10.244.9.133	22
10.244.8.73	22
10.244.9.112	22
10.244.9.106	22
10.244.9.201	22
10.244.16.227	22
10.244.8.167	22
10.210.152.79	80
10.210.152.79	80
10.210.152.79	443
10.210.152.79	443
10.162.152.77	8085
